golden:
*handled_output = estrndup(output, *handled_output_len = output_len);
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; *handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; &else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; *handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output_len = '&0';
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
&else *handled_output = NULL;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; &else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = NULL; if (broadcast_lock) &*broadcast_lock = NULL;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; &else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
if ((*handled_output = NULL)!= NULL) &*handled_output = NULL; else &*handled_output = NULL;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
/* * Handled_output is NULL, * and /* * Now a few pages and allow a copy of a list of buffers to continue. */ if (block_blocked(&block_blocked)) &/* XXX */ ctx->result.c = ctx->buf.len; ctx->result.len = ctx->buf.len; ctx->result.len = ctx->buf.len; else if (BG(url_adapt_state_ex).url_app.len == 0) &/* XXX */
if (ntx->result.len > uint) *handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); else if (BG(url_adapt_state_ex).url_app.len == 0) <url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) &smart_str_appendl(&ctx->result, ctx->buf.c, ctx->buf.len + output_len); smart_str_
else *handled_output = NULL;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
if (ntx->result.len > uint) <*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); else if (BG(url_adapt_state_ex).url_app.len == 0) <url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) &smart_str_appendl(&ctx->result, ctx->buf.c, ctx->buf.len + output_len); smart_str_
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) <if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) sizeof(size_t)) if (len > UINT_MAX) len = UINT_MAX; &*handled_output_len = len; &else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = NULL; <else &*handled_output = 0;
if ((*handled_output = NULL)!= NULL) *handled_output = NULL; <else <*handled_output = NULL;
*handled_output = 0;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) if (len > UINT_MAX) len = UINT_MAX; *handled_output_len = len; <else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_appendl(&ctx->
*handled_output = NULL; <else <ctx->buf.len = 0; ctx->result.c = NULL;
/* * Handled_output is NULL, * and /* * Now a few pages and allow a copy of a list of buffers to continue. */ if (block_blocked(&block_blocked)) </* XXX */ ctx->result.c = ctx->buf.len; ctx->result.len = ctx->buf.len; ctx->result.len = ctx->buf.len; <else if (BG(url_adapt_state_ex).url_app.len == 0) &/* XXX */
if (ntx->result.len > uint) *handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) <smart_str_appendl(&ctx->result, ctx->buf.c, ctx->buf.len + output_len); smart_str_
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) &sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
if ((*handled_output = NULL)!= NULL) *handled_output = NULL; else &*handled_output = NULL;
*handled_output = url_adapt_ext(output, output_len, &len, (zend_bool) (mode & (PHP_OUTPUT_HANDLER_END | PHP_OUTPUT_HANDLER_CONT | PHP_OUTPUT_HANDLER_FLUSH | PHP_OUTPUT_HANDLER_FINAL)? 1 : 0) TSRMLS_CC); if (sizeof(uint) <sizeof(size_t)) &if (len > UINT_MAX) len = UINT_MAX; <*handled_output_len = len; else if (BG(url_adapt_state_ex).url_app.len == 0) url_adapt_state_ex_t *ctx = &BG(url_adapt_state_ex); if (ctx->buf.len == 0) smart_str_append
