golden:
/*     0 */    15,   -1,    1,   20,   -1,   18,    4,   21,   -1,   -1, /*    10 */    22,    6,    8,   -1,   10,   25,   -1,   -1,   12,   26, /*    20 */    -1,   -1,   13,
inference:
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,

/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 18,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 20,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 23,
/* 0*/ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10*/ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20*/ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 22,
/* 0 */ 0, 4, 23, -1, 2, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 23, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 24, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 24,
/* 0 */ 0, 4, 23 -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 21, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 28, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 25, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 27, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 2, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 1, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26,.* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32,.* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 28, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 17,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 24, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 21, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 23, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 22, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 29, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25 -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26 /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19
/* 0 */ 0, 4, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 3, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 26,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 25,
.* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26,.* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32,.* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27,14 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 29, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 11,
/* 0 */ 0, 4, 23, -1, 22, 26, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 26, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 2, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 12,
/* 0 */, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 31,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 21, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 2, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 5, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 28,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 15,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 0, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
.. 0, 4, 23, -1, 22, 6, 25, -1, -1, 26,.. 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32,.. 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -2, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, 0,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 3,
/* 0 */ 0, 4, 30, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /*10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 7, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4,23 -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0*/ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10*/ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20*/ -1, -1, 21,
/* 0 */ 0, 4, 24, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 21, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 16, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 2, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 23, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 23, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -2, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 30,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, four 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 31, 18, 32, /* 20 */ -1, -1, 19,
.d = 0
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 25, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 21, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 16, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 423 -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 6, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20,
/* 0 */ 0, 4, 29, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23 -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 14,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 1, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 9, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 29, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 9,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 5,
/* 0 */ 0, 4, 23, -1, 22, 5, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
(void) 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14,30 -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32 /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 6, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 28, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 28, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 25, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 31, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 16, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
;
/* 0 */ 0, 4, 22, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23,
/* 0 */ 0, 3, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 27, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 28, 18, 32, /* 20 */ -1, -1, 21,
/* 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 18,
/* 0 */ 0, 4, 24, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 18,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27 18, 32, /* 20 */ -1, -1, 18,
/* 0*/ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10*/ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20*/ -1, -1, 18,
/* 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 20,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 17, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 24, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 20,
/* 0*/ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10*/ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20*/ -1, -1, 20,
/* 0 */ 0, 14, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 7, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 7, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 24, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 2, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 18,
.d = 4, 23,.d, 22, 6, 25,.d, 26,.d = 8, 10, 27, 14, 30,.d,.d, 27, 18, 32,.d = 20,
/* 0 */ 0, 4, 23, -1, 2, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 20,
/* 0 */ 0, 24, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 12, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 2, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27 18, 32, /* 20 */ -1, -1, 20,
/* 0 */ 0, 4, 23, -1, 22, 6, 25,-1, -1, 26, /* 10 */ 8, 10, 27, 14, 30,-1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 18, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 1, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 23, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 20,
/* 0 */ 0, 4, 23, -1, 23, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 18,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 28, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, thirty -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19.
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 28, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 21,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 4, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0 */ 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
/* 0, 0, 4, 23, -1, 22, 6, 25, -1, -1, 26, /* 10 */ 8, 10, 27, 14, 30, -1, -1, 27, 18, 32, /* 20 */ -1, -1, 19,
.d = 0, 4, 23,.d, 22, 6, 25,.d, 26,.d = 8, 10, 27, 14, 30,.d,.d, 27, 18, 32,.d = 20,
.d = 0,.d = 4, 23,.d = 2, 6, 25,.d = 0, 26,.d = 10, 10, 27, 14, 30,.d = 1,.d = 28, 18, 32,.d = 20,.d = 20,
.. 0,.. 0 4, 23, -1, 22, 6, 25, -1, -1, 26,.. 0,.. 0 8, 10, 27, 14, 30, -1, -1, 27, 18, 32,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0,.. 0
