golden:
_Py_Finalizing = tstate; initialized = 0; flush_std_files();
inference:
#endif

return 0;
if (ptstate->ptstate)  /* if thread funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. * * Note that Threading.py uses an exit func to do a join on all the * threads created through it, so this also protects pending imports in * the threads created via Threading. */ call_py_exitfuncs();
/* Destroy all interps. */
/* Remove callbacks. This may call other threads created via Threading. */ call_py_exitfuncs();
PZ_ASSERT(interp);
/* Is there a valid state? */
#ifdef __P__ /* * This can make sure we will be in the state of the state. XXX may be any more appropriate than the __Py______.*/
if (tstate->tstate->interp->tstate->interp)  free_tstate_get(); tstate->interp->tstate->interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a module. */ flush_std_files(); /* Restart the thread state and interpreter pointer */ PY_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD
if (interp->interp == NULL)  PZ_Unlock();
/* Unregister the current thread and exit funcs for an /* XXX */ funcs.remove(&interp); /* * Check if it's still alive */ funcs.remove(&interp);
/* * Disable signal handling */ if (interp)  if (interp->interp)  /* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp;  else  /* Disable signal handling */ PyType_ClearCache();
if (interp->interp->interp->np)  /* Debug("interpreter %s (%s)",interp->interp->np->interp->np->np->interp->np->np->np->interp->np->np->interp->np->interp->interp->np->interp->np->interp->np->interp->np->np->interp->interp->np->interp->np->interp->np->interp->np->interp->np->interp->interp->interp->interp->np->np->interp->interp->interp->np->interp->interp->np->interp->interp->interp->np->np->np->np->interp->interp->interp->np->np->np->np->np->np->np->np->np->np->np->np->np->np->n
/* * First to try to finish this one. */ if (InterpreterState_Finalize())  *interp = PyThreadState_GET(); interp = PyThreadState_GET(); interp = PyThreadState_GET(); interp = PyThreadState_GET(); interp = tstate->interp;
if (interp == NULL)  /* Note that Threading.py uses an exit func to do a join on all the * * threads created thru it, so this also protects pending imports in * the threads created via Threading. */ call_py_exitfuncs(); initialized = 0;
/* Remove some threads. */ if (!interp)  tstate->interp = interp->interp; /* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's still alive. */ /* Remove current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache(); /* Remove current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache();
if (interp->interp->del_object!= 0)  /* if it's in this thread, remove it from this thread. */ /* Set current thread state and interpreter pointer to this point. */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ if (some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. */ call_py_exitfuncs();
PY_DestroyInterrupt();
/* Restore old state */ if ((interp->interp) == NULL)  /* Destroy current thread state. */ tstate = PyThreadState_GET(); tstate->interp = interp->interp;
#if defined(DEBUG) if (stderr) printf("py_Initialize()::Initialize()n"); #endif
/* XXX It's a case where this thread isn't ready */ if (interp)  struct buf[] buf = (struct buf *)interp->interp; /* The interface tstate = PyThreadState_GET(); buf[2] = buf; /* * When this thread isn't ready, we want to do it here. */ buf[3] = '0';
/* The terminating thread state and interpreter pointer may be initialized. */ if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp
/* The 'tstate' interface will be replaced by 'tstate', so that we cannot * put it in * the * * * module and that is a reference pointer. */ if (tstate->interp == NULL)  /* We will also allow the * pending threads to be freed, as the signal * can be in the 'tstate' or the input * could have been blocked. */ if (interp == NULL)  if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
/* Check if this should work on any threads. */
return (failed);
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop)  /* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop;  else  if (!interp->interp->interp->iop)  /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
#ifdef ARGO_DEBUG_std if (argo_debug) printf("Py_Initialize: Py_Initialize()n"); #endif
/* The interpreter is still completely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. * * If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX no longer believes it's already started. */
/* If no new thread has been found, then we are waiting for * an internal thread to finish * after the exit funcs have run. */ if ((interp = PY_Lock(tstate)) &&!interp) return;
Py_FreeAllocator();
#ifdef NECKO
/* * if (syscall &&!syscall)  return;
return 0; /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. */ call_py_exitfuncs();
/* * If the state is not specified, a weakref is triggered */ tstate = PyThreadState_GET(); interp = tstate->interp; /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. * * If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX no longer believes it's a module. */ if (interp->interp) *interp->interp = tstate->interp; else *interp = tstate->interp; else if (interp->interp!= tstate->interp)
/* Now, ret &= P_NO_XUL; */ /* Delete all the XUL subtasks and ignore it */ if (Interp)  P_NO_XUL = 0;
if (interp == NULL)  fputs("%sn",interp); return 0;
return 0; /* Make sure we have a function, in case we don't know what to do */ Py_BindInterrupt();
if (interp)  wait_for_thread_shutdown();
/* Init() is set, so set in the current thread to a * different * thread. */
#ifdef __PY__
/* Init for */
PHY_DEBUG(("Py_Initialize: recursively removedn"));
/* Ignore uninitialized threads */ return(PR_FALSE);
return (interp);
#if defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__)  Py_Initialize(); #endif
/* Turn off threads. */ Py_DelCache();
/* Destroy or free interrupt */
#if defined(XP_MAC) || defined(XP_MACOSX) /* Get current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp;
/* See if we haven't been loaded in a * thread. */ if (interp->interp)  (void) Py_FiniInterrupts();
/* if there is no plugin support, we don't have any free plugins, * so we can't find one */
Py_Py_FiniInterrupts();
PZ_Unlock(&interp);
Py_ExpendShutdown();
#if defined(XP_MAC) &&!defined(XP_MACOSX) if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->inter
#ifdef XP_MAC if (sym_version  2)  /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version  2)  sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__;   else  Py_DestroyThreads();
/* * Not an __DEBUG if we were still done, then * check for bugzilla if we were already done. */ #ifdef INET6 if (InterpreterState_GET()->interp) return;
/* Recycle the buffer and clear a flag */
/* if it's a callback, we'll have to handle that case */ break;
#if defined(__Disable__) &&!defined(__FiniInterrupts)) return; #endif
/* Get current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache();
if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
/* This has been removed since we should use this now. */
#ifdef NECKO /* NECKO /* XXX */
/* We can't create a tstate with this flag: it can't be wiped out by the caller. */ tstate = PyThreadState_GET(); interp = tstate->interp; /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. */ call_py_exitfuncs();
Py_Unlock_spin(tstate->lock);
if (tstate->interp!= NULL) Py_Py_FiniInterrupts();
if (strncmp(interp, "pythread_exit") == 0) return;
/* We still don't use a default signal handling unless there is a good reason. */
#ifdef XP_MAC if ((interp->interp->ip_msg & PIPE) == NULL)  return;  #endif
/* XXX * We'll get all the threads created via XXX(). We have not the XXX name yet, but we'll just rcpy. */
if (interp)  /* Initialize */ static Py_Finalize(void)  PyInterpreterState *interp; PyThreadState *tstate; if (!initialized) return; wait_for_thread_shutdown(); /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's still used here. * XXX Initialize() will be deleted. * If the interrupt should be wiped out. * If the
/* If the initializer has been deleted, this may need to be cleared */ /* * We have not yet * done it, so the user can only write threads in the pending threads. We need to add the callback from * the thread. */ call_py_exitfuncs();
/* Clear callbacks */
PyFiniLocks();
if ((interp->interp == NULL) || (interp->interp == NULL))  *interp = 0;
PyClearCache();
/* * This may not be done yet */ if (interp->interp == NULL)  /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL)  /* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL)  /* * We have the pending callback for the timeout. */ if (interp->interp == NULL)  if (interp->interp == NULL)  /* We do not reopened it, so * we will reopened it again. */  if (interp->interp == NULL)  if (interp->interp == NULL)  if (interp->interp == NULL)  /* *
if (interp == NULL)  if (interp->interp == NULL)  /* Stop retrying */
/* * If the last time of the next, the current time and the * end of the queue is the time. */ if (tstate->interp) return;
Py_DisableInterrupt();
/* Free the loops from the thread. */
Py_Fini_Reset();
/* nsFinish(): -- the fstats are null in the namespace, because the flags is NULL */ /* nsFinish(): --pstart_ctxt */ if (strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen))))))  1)))))))) return;
if (tstate->interp) Py_FiniInterrupts();
/* * Check the threads at this point. */ Py_IsInitialized();
/* Make sure to create a new thread */ /* Create a new thread */ if ((!interp)) return; /* Remove a current thread */
else  /* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE))  pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
#ifdef DIAGNOSTIC if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
/* Free stdout + stderr */
Py_SetCurrentFunctions(interp);
#if defined(__Py__) &&!defined(__Py__))  /* Unuse the callback */ if (!interp->interp) break;
/* Check for stdout and exit funcs */ if (!interp) return;
Py_BreakCache();
PZ_Lock(&gpk_lock);
#ifdef XP_MAC if (interp->interp)  Py_Shutdown();  #endif
#if defined(XP_MAC) || defined(XP_MACOSX) #endif
#ifdef NECKO if (tstate->interp && interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
/* Set the boolean handler to the current thread state. */ if (interp == NULL) return;
/* Unset up all the registers (in case there is no real state) */
if (interp->interp->funcs && funcs)  /* Clear type lookup cache */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX no longer believes it's a tstate. */
else if (interp == NULL)  return;
#ifdef DISPATCH_PY_INTERPRET_CALLING
/* * Free the callback buffer and re-slot */ Py_FreeByte(tstate->interp);
if (interp->interp)  if (interp->interp->interp->pwd)  if (interp->interp->pwd)  if (interp->interp->pwd)  /* XXX */ PY_INTERPRUNC(interp->interp->pwd);  else  /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *

if (interp->interp) <if (interp->interp->interp->pwd) &if (interp->interp->pwd) if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
else /* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE)) &pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
if (interp->interp->interp->isdv_arch) if (interp->interp->isdv_arch) &Py_FreeSession(interp->interp->isdv_arch); else &Py_FreeSession(interp->interp->isdv_arch);
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) &/* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; <else if (!interp->interp->interp->iop) /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
/* * if (syscall &&!syscall) <return;
/* * This may not be done yet */ if (interp->interp == NULL) /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) /* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) </* * We have the pending callback for the timeout. */ if (interp->interp == NULL) &if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) p = Py_FiniInterrupt(); p->p->p_lock = p; &else &p->p_lock = p->p_lock;
/* The 'tstate' interface will be replaced by 'tstate', so that we cannot * put it in * the * * * module and that is a reference pointer. */ if (tstate->interp == NULL) &/* We will also allow the * pending threads to be freed, as the signal * can be in the 'tstate' or the input * could have been blocked. */ if (interp == NULL) <if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
#ifdef XP_MAC if (sym_version 2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) &sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp) &if (interp->interp->interp->pwd) <if (interp->interp->pwd) &if (interp->interp->pwd) &/* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) &p = Py_FiniInterrupt(); p->p->p_lock = p; <else p->p_lock = p->p_lock;
#ifdef XP_MAC if (sym_version &2) &/* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
printf("Py_Initialize() failed&n");
/* * Disable signal handling */ if (interp) <if (interp->interp) &/* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; &else /* Disable signal handling */ PyType_ClearCache();
/* * This may not be done yet */ if (interp->interp == NULL) /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) &/* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) </* * We have the pending callback for the timeout. */ if (interp->interp == NULL) if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* * This may not be done yet */ if (interp->interp == NULL) &/* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) </* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) /* * We have the pending callback for the timeout. */ if (interp->interp == NULL) if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) <p = Py_FiniInterrupt(); p->p->p_lock = p; else <p->p_lock = p->p_lock;
/* * Disable signal handling */ if (interp) &if (interp->interp) &/* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; else </* Disable signal handling */ PyType_ClearCache();
#ifdef XP_MAC if (sym_version &2) /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) &sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
/* * Disable signal handling */ if (interp) if (interp->interp) /* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; &else /* Disable signal handling */ PyType_ClearCache();
if (interp->interp->interp->isdv_arch) &if (interp->interp->isdv_arch) <Py_FreeSession(interp->interp->isdv_arch); <else &Py_FreeSession(interp->interp->isdv_arch);
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) </* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; &else <if (!interp->interp->interp->iop) &/* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
