golden:
private boolean hasExceptionHandler(Node cfgNode) { return false; }
Inline boolean hasExceptionHandler(Node cfgNode) <return false;
bool hasExceptionHandler(Node cfgNode) return false;
bool hasExceptionHandler() <return false;
static boolean hasExceptionHandler(void) <return false;
getExceptionHandler(Node cfgNode) <return false;
static inline Boolean hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode)
boolean hasExceptionHandler(Node aNode) return false;
private boolean hasExceptionHandler(Node cfgNode) <return ret;
static void hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) <return (false);
static boolean hasExceptionHandler(Node cfgNode) return false; <;
private boolean hasExceptionHandler(Node cfgNode) return rv;
inline boolean hasExceptionHandler() return false;
boolean hasExceptionHandler( Node cfgNode ) <return false;
static static boolean hasExceptionHandler(Node cfgNode) &return false; ;
private Boolean hasExceptionHandler(Node cfgNode) return false;
virtual PRUint32 hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) &return false; &;
static boolean hasExceptionHandler(Node cfgNode)&return false;
boolean hasExceptionHandler(Node cfgNode) <ret = false;
static boolean isExceptionHandler(Node cfgNode) &return false;
static static boolean hasExceptionHandler(Node cfgNode) <return false; <;
static boolean hasExceptionHandler( Node cfgNode) <return false;
haveExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) &return true;
private boolean hasExceptionHandler(Node aNode) &return false;
static inline boolean hasExceptionHandler(Node cfgNode) &return true;
virtual void hasExceptionHandler(Node cfgNode) &return false;
static PRBool hasExceptionHandler(Node cfgNode) <return false; &;
isExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) return true;
private inline boolean hasExceptionHandler(Node cfgNode) return false;
bool hasExceptionHandler(Node cfgNode) const <return false;
abstract boolean hasExceptionHandler(Node cfgNode) return false;
bool isExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) return!hasExceptionHandler;
private boolean hasExceptionHandler() &return false;
private boolean hasExceptionHandler(Node cfgNode) <return -1;
private void hasExceptionHandler() <return false;
private boolean hasExceptionHandler(Node aNode) &return true;
private boolean hasExceptionHandler(Node *cfgNode) return false;
private boolean hasExceptionHandler(Node aNode) return false;
static boolean isExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) &return aCfgNode;
private boolean hasExceptionHandler(Node node) &return false;
virtual inline boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) <return false;
virtual boolean hasExceptionHandler(Node cfgNode) return false; &;
private boolean hasExceptionHandler(Node cfgNode) <return rv;
private boolean hasExceptionHandler(Node cfgNode) return ret;
private Boolean hasExceptionHandler(Node cfgNode) <return false;
virtual boolean hasExceptionHandler(Node cfgNode) &return false;
PRBool hasExceptionHandler(Node cfgNode) const return false;
boolean hasExceptionHandler() const return false;
private boolean hasExceptionHandler(Node cfgNode) <return true;
public int hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(node cfgNode) return false;
static boolean hasExceptionHandler( Node cfgNode) &return false;
virtual boolean hasExceptionHandler() return false;
private boolean hasExceptionHandler(Node *cfgNode) &return false;
inline boolean hasExceptionHandler(Node cfgNode) <return false;
void hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) <return true;
virtual PRBool hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) <return true;
virtual boolean hasExceptionHandler(Node cfgNode) <return false; &;
static PRBool hasExceptionHandler(Node cfgNode) &return false; ;
static static boolean hasExceptionHandler(Node cfgNode) return false; ;
static PRBool hasExceptionHandler(Node cfgNode) &return false;
static PRUint32 hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) &return false; <;
static boolean hasExceptionHandler(Node cfgNode) &return true;
boolean hasExceptionHandler() return false;
return false;
hasExceptionHandler(Node cfgNode) <return true;
static static boolean hasExceptionHandler(Node cfgNode) return false; &;
private boolean hasExceptionHandler(Node aNode) <return true;
private boolean hasExceptionHandler(Node cfgNode) return false; <;
protected boolean hasExceptionHandler(Node cfgNode) <return false;
private void hasExceptionHandler(Node cfgNode) return false;
static inline boolean hasExceptionHandler() return false;
static Boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(void) &return false;
static PRUint32 hasExceptionHandler(Node cfgNode) &return false;
static void hasExceptionHandler(Node cfgNode) return false;
static PRBool hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler() &return false;
static boolean hasExceptionHandler(Node cfgNode) &return true;
private boolean hasExceptionHandler() const <return false;
private static boolean hasExceptionHandler(Node cfgNode) return false;
static const boolean hasExceptionHandler(Node cfgNode) return false;
static virtual boolean hasExceptionHandler(Node cfgNode) &return false;
virtual static boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler() &return false;
static boolean hasExceptionHandler() &return false;
private boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(node aNode) &return false;
boolean hasExceptionHandler(Node cfgNode)
inline boolean hasExceptionHandler(Node cfgNode) return true;
getExceptionHandler(Node cfgNode) return false;
virtual virtual boolean hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler( Node cfgNode ) <return false;
virtual boolean hasExceptionHandler(Node cfgNode) return false; ;
virtual static boolean hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) return false;
static static boolean hasExceptionHandler(Node cfgNode) return false;
static inline boolean hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) return true; &;
protected inline boolean hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) const &return false;
virtual void hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) return true;
hasExceptionHandler(Node cfgNode) return true;
virtual boolean hasExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) return true;
private Boolean hasExceptionHandler(Node cfgNode) &return false;
static inline boolean hasExceptionHandler() <return false;
virtual boolean hasExceptionHandler(Node cfgNode) <return true;
static boolean hasExceptionHandler(node cfgNode) <return false;
private boolean hasExceptionHandler(Node* aNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) <return (0);
public int hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode)<return false;
virtual boolean hasExceptionHandler (Node cfgNode) <return false;
private Inline boolean hasExceptionHandler(Node cfgNode) <return false;
Boolean hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) return false;
int hasExceptionHandler(Node cfgNode) &return false;
PRBool hasExceptionHandler(Node cfgNode) &return false;
static inline boolean hasExceptionHandler(Node cfgNode) &return false;
const boolean hasExceptionHandler(Node cfgNode) <return false;
public static boolean hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) &return false; <;
inline boolean hasExceptionHandler(Node cfgNode) <return true;
public static boolean hasExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) return false;
static void hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node& aNode) &return false;
static boolean hasExceptionHandler( Node cfgNode ) &return false;
private boolean hasExceptionHandler(Node cfgNode) &return 1;
self.boolean hasExceptionHandler(Node cfgNode) return false;
static int hasExceptionHandler() &return false;
return boolean hasExceptionHandler(Node cfgNode) return false;
static PRBool hasExceptionHandler(Node cfgNode) <return false; ;
private boolean hasExceptionHandler(Node aCfgNode) &return false;
static static boolean hasExceptionHandler(Node cfgNode) return false; <;
long hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) &return false; ;
static Boolean hasExceptionHandler(Node cfgNode) <return false;
HasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler() <return true;
static Boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node aNode) &return false;
boolean hasExceptionHandler() const <return false;
private boolean hasExceptionHandler(Node aNode) return true;
HasExceptionHandler() <return false;
Boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) &return true;
static boolean hasExceptionHandler (Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode ) return false;
private boolean hasExceptionHandler(Node cfgNode) &return (0);
private boolean hasExceptionHandler(Node cfgNode) return false; ;
static inline void hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) <return false; &;
virtual int hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) <return false; ;
static inline Boolean hasExceptionHandler(Node cfgNode) &return false;
int hasExceptionHandler(Node cfgNode) <return false;
inline boolean hasExceptionHandler(Node cfgNode) return false; <;
private Node hasExceptionHandler(Node cfgNode) return false;
public inline boolean hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler() <return false;
hasExceptionHandler(Node cfgNode) &return true;
bool boolean hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) return (false);
private inline boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) const <return false;
hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) return aCfgNode;
bool hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler() return false;
inline boolean hasExceptionHandler (Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) <return true;
static boolean hasExceptionHandler(Node cfgNode) <return true; <;
static boolean hasExceptionHandler (Node cfgNode) &return false;
private static boolean hasExceptionHandler(Node cfgNode) &return false;
private int hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler() &return false;
bool hasExceptionHandler (Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) return 0;
virtual int hasExceptionHandler(Node cfgNode) &return false;
hasExceptionHandler() return false;
static inline boolean hasExceptionHandler (Node cfgNode) &return false;
boolean isExceptionHandler(Node cfgNode) &return false;
private bool hasExceptionHandler(Node cfgNode) <return false;
static Inline boolean hasExceptionHandler(Node cfgNode) <return false;
boolean haveExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(void) return false;
private boolean hasExceptionHandler(Node cfgNode) <return false;
virtual virtual boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node aCfgNode) <return false;
static const boolean hasExceptionHandler(Node cfgNode) <return false;
public boolean hasExceptionHandler(Node cfgNode) <return false;
protected inline boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) &return true;
Inline boolean hasExceptionHandler(Node cfgNode) return false;
static const boolean hasExceptionHandler(Node cfgNode) &return true;
private boolean hasExceptionHandler(Node &cfgNode) return false;
inline boolean hasExceptionHandler(Node cfgNode) &return false; <;
virtual boolean hasExceptionHandler (Node cfgNode) return false;
boolean hasExceptionHandler (Node cfgNode) <return false;
private inline boolean hasExceptionHandler(Node cfgNode) &return false;
static int hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode)&return false;
boolean haveExceptionHandler(Node cfgNode) return false;
return hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler (Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) <return 0;
private void hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) return false; <;
private boolean hasExceptionHandler(Node cfgNode) const &return false;
inline void hasExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) <return false; <;
public boolean hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(node cfgNode) &return false;
virtual boolean hasExceptionHandler(Node cfgNode) &return false; <;
private boolean hasExceptionHandler(Node node) <return false;
boolean hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler() <return false;
private boolean hasExceptionHandler() return true;
static boolean hasExceptionHandler(node cfgNode) return false;
private PRUint32 hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) const <return false;
boolean isExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node aNode) &return false;
int hasExceptionHandler(Node cfgNode) return false;
static static boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) &return true;
bool hasExceptionHandler(Node cfgNode) <return false;
PRBool hasExceptionHandler(Node cfgNode) <return false;
bool hasExceptionHandler() &return false;
private boolean hasExceptionHandler(Node *cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) &ret = false;
static inline boolean hasExceptionHandler(Node cfgNode)
private boolean hasExceptionHandler() <return false;
return hasExceptionHandler(Node cfgNode) &return false;
